,special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes,source
,,,,,2017-12-26,52,Fade,Waxahatchee,Out In The Storm,3:47,Figures,,,,kafm
,,,,,2017-12-26,53,Lupine Ossuary,Thee Oh Sees,,4:18,Yaaaargh!,,,,kafm
,,,,,2017-12-26,54,"Have A Heart, Betty (I'm Not Fireproof)",The Soft Boys,The Soft Boys 1976-81 (Disc 2),3:39,The cucumber was growing in my brains,,,,kafm
,,,,,2017-12-26,55,,,,,,X,,,kafm
,,,,,2017-12-26,56,The Concept,Benjamin Gibbard,Bandwagonesque,8:05,"Amazing, epic",,,,kafm
January 2018,,,,,,,,,,,,,,,
,,,,,2018-01-09,00,,,,,,X,,,kafm
,,,,,2018-01-09,01,Do I Have To Talk You Into It,Spoon,Hot Thoughts,4:20,,,,,
,,,,,2018-01-09,02,Wow,Beck,Colors,3:42,Like wow,,,,kafm
,,,,,2018-01-09,02,Metal Baby,Benjamin Gibbard,Bandwagonesque,3:10,So very Teenage Fanclub fan club,,,,kafm
,,,,,2018-01-09,03,Bluebird,Langhorne Slim,"Lost At Last, Vol. 1",1:55,Real old time,,,,kafm
,,,,,2018-01-09,04,,,,,,X,,,kafm
,,,,,2018-01-09,05,Beechwood Park,The Zombies,Odessey And Oracle: 50th Anniversary Edition,2:43,"Timeless, ageless",,,,kafm
,,,,,2018-01-09,06,The Decline of Nations,La Louma,Let the World Be Flooded Out,3:27,Hymn for the skeptics,,,,kafm
,,,,,2018-01-09,07,Melting,King Gizzard & The Lizard Wizard,Flying Microtonal Banana,5:27,Snakecharming,,,,kafm
,,,,,2018-01-09,08,I Don't Wanna Fall In Love,Saint Tropez,St. Tropez,1:49,New old stuff,,,,kafm
,,,,,2018-01-09,09,,,,,,X,,,kafm
,,,,,2018-01-09,10,Elephant Walk,Lettuce,Mt. Crushmore,3:04,Funky green stuff,,,,kafm
,,,,,2018-01-09,11,Dump The Guy Asap,Lisa LeBlanc,"Why You Wanna Leave, Runaway Queen?",3:26,Plinketty plunk,,,,kafm
,,,,,2018-01-09,12,I Wanna Be Your Dog,decker.,Into The Red,4:13,Everybody wants to be a dog,,,,kafm
,,,,,2018-01-09,13,Will You Please Be Quiet Please?,The Districts,Popular Manipulations,3:14,Go tell your mother,,,,kafm
,,,,,2018-01-09,14,,,,,,X,,,kafm
,,,,,2018-01-09,15,June 3rd,Mo Kenney,The Details,2:08,Clearly an important date,,,,kafm
,,,,,2018-01-09,16,Summertime In Your Lounge,Kane Strang,Two Hearts And No Brain,2:42,Almost like Marmoset,,,,kafm
,,,,,2018-01-09,17,Squealer Two,Ty Segall,Emotional Mugger,3:24,With T Rex vapors,,,,kafm
,,,,,2018-01-09,18,The State I Am In,Belle and Sebastian,The BBC Sessions,4:42,Scottish melancholy,,,,kafm
,,,,,2018-01-09,19,,,,,,X,,,kafm
,,,,,2018-01-09,20,Paranoia,Holiday Ghosts,Holiday Ghosts,2:49,Gimme that yellin’,,,,kafm
,,,,,2018-01-09,21,Against The 70's,Mike Watt,Ball-Hog Or Tugboat?,3:28,The kids of today,,,,kafm
,,,,,2018-01-09,22,Pockets Full Of No,Coast Modern,Coast Modern,3:24,Bouncy AF,,,,kafm
,,,,,2018-01-09,23,,,,,,X,,,kafm
,,,,,2018-01-09,24,Your Type,Alvvays,Antisocialites,2:04,Frantic,,,,kafm
,,,,,2018-01-09,25,Stars Over Dakota,Terra Lightfoot,New Mistakes,3:12,Loving that voice,,,,kafm
,,,,,2018-01-09,26,We Got The Gun,Clint Mansell,,4:52,Superb,,,,kafm
,,,,,2018-01-09,27,On The Lips,JD McPherson,Undivided Heart & Soul,3:41,Hard to believe,,,,kafm
,,,,,2018-01-09,28,,,,,,X,,,kafm
,,,,,2018-01-09,29,Time To Cry,Whitney Rose,Rule 62,3:58,Nice twang,,,,kafm
,,,,,2018-01-09,30,Luv Like A Freak,Evolfo,Last Of The Acid Cowboys,2:15,Dig that wandering bass,,,,kafm
,,,,,2018-01-09,31,Der Letzte Spieltag (Erobique Rmx),Die Moulinettes,,6:08,Sauntering music,,,,kafm
,,,,,2018-01-09,32,Hungry Ghost,Hurray For The Riff Raff,The Navigator,3:26,Funeral pyre,,,,kafm
,,,,,2018-01-09,33,,,,,,X,,,kafm
,,,,,2018-01-09,34,Ei Indio,Los De Abajo,Cybertropic Chilango Power,3:49,Sly rhythms,,,,kafm
,,,,,2018-01-09,35,Told You I'd Be With The Guys,Cherry Glazerr,Apocalipstick,4:35,Know how to party,,,,kafm
,,,,,2018-01-09,36,Touch Me I'm Sick,Mudhoney,Kurt Cobain About A Son,2:30,March to fuzz,,,,kafm
,,,,,2018-01-09,37,College Student,The Scofflaws,Record of Convictions,2:57,Welcome back students!,,,,kafm
,,,,,2018-01-09,38,,,,,,X,,,kafm
,,,,,2018-01-09,39,Fantastic Cat,Takako Minekawa,,3:57,Time for a catshot,,,,kafm
,,,,,2018-01-09,40,Pinstriped Rebel,Comet Gain,,3:32,Gimme the deesko punk,,,,kafm
,,,,,2018-01-09,41,Ladies Don't Play Guitar,Tennis,Archive CU,3:44,Front rangers,,,,kafm
,,,,,2018-01-09,42,,,,,,X,,,kafm
,,,,,2018-01-09,43,Kills To Be Resistant,Bully,Losing,3:25,Don’t mess with the Bully,,,,kafm
,,,,,2018-01-09,44,The Stars Get In The Way,Escape-ism,Introduction To Escape-ism,3:25,It’s all about inconsistent destiny,,,,kafm
,,,,,2018-01-09,45,Minor Waltz,Asylum Street Spankers,My Favorite Record,2:34,Wailing on the saw,,,,kafm
,,,,,2018-01-09,46,Slowpoke,Pee Wee King,Pee Wee King's Country Hoedown,2:57,"Eight o’clock, nine o’clock, quarter to ten",,,,kafm
,,,,,2018-01-09,47,,,,,,X,,,kafm
,,,,,2018-01-09,48,The Seeker,Dexter Romweber,,2:11,The Who as porch music,,,,kafm
,,,,,2018-01-09,49,Dollhouse,The Pack A.D.,Dollhouse,3:34,Vancouver gold,,,,kafm
,,,,,2018-01-09,50,Fever [Adam Freeland Remix],Sarah Vaughan,Verve Remixed 3,4:38,Update,,,,kafm
,,,,,2018-01-09,51,Saint Catherine Creek,matt pond PA,Still Summer,2:02,Storytime,,,,kafm
,,,,,2018-01-09,52,,,,,,X,,,kafm
,,,,,2018-01-09,53,Pineapple Tuesday,The Jazz Butcher,,5:18,It’s a conspiracy,,,,kafm
,,,,,2018-01-09,54,Tiny Fortunes,Deer Tick,Deer Tick Vol. 2,2:34,From the happy volume,,,,kafm
,,,,,2018-01-09,55,No Baguettes In The Ghetto,HaBiluim,Shtetl Superstars,2:55,None to be found,,,,kafm
,,,,,2018-01-09,56,,,,,,X,,,kafm
,,,,,2018-01-09,57,Resurgam,Fink,Resurgam,8:34,Take us out,,,,kafm
,,,,,2018-01-23,00,,,,,,X,,,kafm
,,,,,2018-01-23,01,Web In Front,Archers Of Loaf,,2:07,Not the Pavement,,,,kafm
,,,,,2018-01-23,02,Sail On!,Sharon Jones & The Dap-Kings,Soul Of A Woman,3:00,Shake it thoroughly,,,,kafm
,,,,,2018-01-23,03,Peligro,Mano Negra,,2:54,¡Cuidado!,,,,kafm
,,,,,2018-01-23,04,,,,,,X,,,kafm
,,,,,2018-01-23,05,Feels Like Heaven,Ariel Pink,Dedicated to Bobby Jameson,3:16,Retrodreaming,,,,kafm
,,,,,2018-01-23,06,Walking In The Dark,Escape-ism,Introduction To Escape-ism,4:15,"Not just dark, also stormy",,,,kafm
,,,,,2018-01-23,07,Friction,Shame,Songs Of Praise,4:32,Psychedelian Australians,,,,kafm
,,,,,2018-01-23,08,Just Wanna Love You,La Louma,Let the World Be Flooded Out,5:06,Desperation,,,,kafm
,,,,,2018-01-23,09,,,,,,X,,,kafm
,,,,,2018-01-23,10,It Hurts Your Daddy Bad,Reverend Horton Heat,Spend a Night In the Box,4:04,Anthem of parental anguish,,,,kafm
,,,,,2018-01-23,11,Can't Turn Back,Spice Boys,Glade,3:33,Hot Swedish fuzz,,,,kafm
,,,,,2018-01-23,12,Haitian Frustration (Remix),The Toasters,,3:49,Coming soon to the Mesa,,,,kafm
,,,,,2018-01-23,13,,,,,,X,,,kafm
,,,,,2018-01-23,14,Sore Throat,The Bronx,(V),2:33,"From screaming along, I believe",,,,kafm
,,,,,2018-01-23,15,Paradan,808 State,,5:02,Darth Vader acting up at the disco,,,,kafm
,,,,,2018-01-23,16,Ever Fallen in Love (With Someone You Shouldn't've) [Live],Walt Wagner,Reworks,3:04,Pounding ivories,,,,kafm
,,,,,2018-01-23,17,Guiding Star,Benjamin Gibbard,Bandwagonesque,2:52,Ambitious,,,,kafm
,,,,,2018-01-23,18,,,,,,X,,,kafm
,,,,,2018-01-23,19,Doppio Macchiato,Mr. Lif & Brass Menazeri,Resilient,4:08,Caffeinating,,,,kafm
,,,,,2018-01-23,20,Bad Feeling,Dappled Cities,IIIII,4:17,Hooks aplenty,,,,kafm
,,,,,2018-01-23,21,Say Something Loving,The xx,I See You,3:58,Warbling away,,,,kafm
,,,,,2018-01-23,22,Everybody Passes Me By,Pepe Deluxe,,4:01,Chopped and screwed blues,,,,kafm
,,,,,2018-01-23,23,,,,,,X,,,kafm
,,,,,2018-01-23,24,Pillow,Capitol K,,3:12,Icepillow,,,,kafm
,,,,,2018-01-23,25,Mr. Nothing Gets Worse,Deer Tick,Deer Tick Vol. 2,4:32,Reckless Petty,,,,kafm
,,,,,2018-01-23,26,Dead Puppies,James Kochalka Superstar,Dr. Demento Covered in Punk (Disc 1),4:35,So apropos,,,,kafm
,,,,,2018-01-23,27,,,,,,X,,,kafm
,,,,,2018-01-23,28,The Museum Of Fog,The Clientele,Music For The Age Of Miracles,4:12,Storytime,,,,kafm
,,,,,2018-01-23,29,Ocean Man,Ween,,2:07,One of their catchiest,,,,kafm
,,,,,2018-01-23,30,Elements,Lemon Jelly,,8:42,zoning,,,,kafm
,,,,,2018-01-23,31,,,,,,X,,,kafm
,,,,,2018-01-23,32,Blame It on Cain,Elvis Costello,,2:54,Government burglars,,,,kafm
,,,,,2018-01-23,33,Still That Way,Gogol Bordello,Seekers And Finders,3:15,Wave those beer mugs,,,,kafm
,,,,,2018-01-23,34,Cut Me Down,The Accidentals,Odyssey,3:51,It’s a slippery thing,,,,kafm
,,,,,2018-01-23,35,,,,,,X,,,kafm
,,,,,2018-01-23,36,Boundaryless,Cherry,Dumbness,5:22,Plodding thuds,,,,kafm
,,,,,2018-01-23,37,Viva La Raza,Latin Playboys,,2:48,Hispanic fragments,,,,kafm
,,,,,2018-01-23,38,"When The World Is Running Down, You Make The Best Of What's Still Around",The Police,Zenyattà Mondatta,3:38,The static cuts my ears,,,,kafm
,,,,,2018-01-23,39,Bobby Brown,Chandler Travis Philharmonic,Waving Kissyhead Vol. 2 & 1,3:22,Not the Zappa Bobby Brown,,,,kafm
,,,,,2018-01-23,40,,,,,,X,,,kafm
,,,,,2018-01-23,41,I Fall to Pieces,Cyndi Lauper,Detour,3:01,Nice take,,,,kafm
,,,,,2018-01-23,42,Thomas Hardy,The Pack A.D.,Dollhouse,3:53,The silent actor,,,,kafm
,,,,,2018-01-23,43,Wired Nights,Sunset Valley,Icepond,2:24,Kill your circadian,,,,kafm
,,,,,2018-01-23,44,,,,,,X,,,kafm
,,,,,2018-01-23,45,1982,Liima,1982,4:18,Drama!,,,,kafm
,,,,,2018-01-23,46,The Millionaire's Holiday,Combustible Edison,,2:15,Another mimosa,,,,kafm
,,,,,2018-01-23,47,All I C Is U & Me,Death From Above 1979,Outrage! Is Now,3:01,Rockin’ to midnite,,,,kafm
,,,,,2018-01-23,48,Dejala Rodar,Diamante Eléctrico,Diamante Eléctrico EP,3:24,Rolling shuffle,,,,kafm
,,,,,2018-01-23,49,,,,,,X,,,kafm
,,,,,2018-01-23,50,Paranoia,Holiday Ghosts,Holiday Ghosts,2:49,Like the Strange Boys,,,,kafm
,,,,,2018-01-23,51,Fe Fi Fo Fum,Frenchy And The Punk,Bonjour Batfrog,3:40,Some of that punk grass,,,,kafm
,,,,,2018-01-23,52,Cotton Pickin',Speedy West + Jimmy Bryant,,2:29,Makes me woozy,,,,kafm
,,,,,2018-01-23,53,The Ramble,Julian Lage,Modern Lore,3:56,Quite slinky,,,,kafm
,,,,,2018-01-23,54,,,,,,X,,,kafm
,,,,,2018-01-23,55,Droge CX 9,Manfred Hubler & Siegfried Schwab,,5:12,Mmmmm…. Swingin’ jazz,,,,kafm
February 2018,,,,,,,,,,,,,,,
,,,,,2018-02-06,00,,,,,,X,,,kafm
,,,,,2018-02-06,01,Beating My Head Against A Wall,Jeff Rosenstock,POST-,1:41,It sure feels that way,,,,kafm
,,,,,2018-02-06,02,A Little Bit Like Saint Paul,Esoebo,Esoebo IV,3:38,Real honest country,,,,kafm
,,,,,2018-02-06,03,Vacant,Phono Pony,Death by Blowfish - EP,3:15,Churning out,,,,kafm
,,,,,2018-02-06,04,King Of Mexico,The Forty-Fives,,1:53,Swingin’ it,,,,kafm
,,,,,2018-02-06,05,The Lick,Shame,Songs Of Praise,4:12,Story time,,,,kafm
,,,,,2018-02-06,06,Love Theme From Skinheads Kicking Your Ass,Dean Ween Group,Rock 2,2:21,Burning it up,,,,kafm
,,,,,2018-02-06,07,,,,,,X,,,kafm
,,,,,2018-02-06,08,Only Success Can Fail Me,Quasi,,2:53,Instrumental sunrise,,,,kafm
,,,,,2018-02-06,09,I Can See For Miles,Petra Haden,The Who Sell Out,4:14,Incredible effort,,,,kafm
,,,,,2018-02-06,10,I Don't Get Around,Spice Boys,Glade,3:10,Swedish grit,,,,kafm
,,,,,2018-02-06,11,Makin' Excuses,Mister Heavenly,Boxing The Moonlight,3:54,Party time,,,,kafm
,,,,,2018-02-06,12,Fake Magic Angel,Kyle Craft,Full Circle Nightmare,4:32,Glittering pop,,,,kafm
,,,,,2018-02-06,13,,,,,,X,,,kafm
,,,,,2018-02-06,14,Count Five or Six,Cornelius,,3:03,Count it out,,,,kafm
,,,,,2018-02-06,15,Gumpstumper,Ben Vaughn,Instrumental Stylings,2:44,Ridin’ the jalopy,,,,kafm
,,,,,2018-02-06,16,Coraline,Dappled Cities,IIIII,3:25,Australian gallop,,,,kafm
,,,,,2018-02-06,17,Savior,St. Vincent,Masseduction,3:27,Tweaky,,,,kafm
,,,,,2018-02-06,18,The Wonderful Go Go,Hi-Posi,,2:31,Japanamania,,,,kafm
,,,,,2018-02-06,19,,,,,,X,,,kafm
,,,,,2018-02-06,20,Another Weekend,Ariel Pink,Dedicated to Bobby Jameson,4:15,Subtle chimes,,,,kafm
,,,,,2018-02-06,21,,,,,,X,,,kafm
,,,,,2018-02-06,22,In Heaven,Pixies,The Purple Tape,1:45,For the lady in the radiator,,,,kafm
,,,,,2018-02-06,23,Rumors,Sharon Jones & The Dap-Kings,Soul Of A Woman,2:34,Hot stuff,,,,kafm
,,,,,2018-02-06,24,Forever Overhead,Cherry,Dumbness,3:04,Pound away,,,,kafm
,,,,,2018-02-06,25,Make It Better,Hazel English,Just Give In / Never Going Home,3:01,Slinky approach,,,,kafm
,,,,,2018-02-06,26,Kana Kapila,The Continental Cousins,,2:04,From Belgium!,,,,kafm
,,,,,2018-02-06,27,Lovely Rita,Halcyon,A Little Help From Our Friends (WMNF Building Fund),2:23,One of my faves,,,,kafm
,,,,,2018-02-06,28,Mr. Plague,METZ,Strange Peace,2:39,Like the Jesus Lizard,,,,kafm
,,,,,2018-02-06,29,,,,,,X,,,kafm
,,,,,2018-02-06,30,Institutionalized,Brak,Dr. Demento Covered in Punk (Disc 1),4:20,Brak is back,,,,kafm
,,,,,2018-02-06,31,Daniel Ortega,The Scofflaws,,3:09,El comandante,,,,kafm
,,,,,2018-02-06,32,March Of The Martians,The Pack A.D.,Dollhouse,1:44,Instrumental invasion,,,,kafm
,,,,,2018-02-06,33,Hang It Low,*Repeat Repeat,Floral Canyon,3:15,Pound it flat,,,,kafm
,,,,,2018-02-06,34,Could You Wait 'til I've Had My Coffee ?,Lisa LeBlanc,"Why You Wanna Leave, Runaway Queen?",2:46,Sage advice,,,,kafm
,,,,,2018-02-06,35,Perro Loco,Forro In The Dark,,3:23,Crazy dogs!,,,,kafm
,,,,,2018-02-06,36,,,,,,X,,,kafm
,,,,,2018-02-06,37,Elephant In The Room,Chris Thile,Thanks For Listening,2:29,Good times,,,,kafm
,,,,,2018-02-06,38,Handsome Reimagined (Dave Fridmann Edit),The Vaccines,English Graffiti (Deluxe Edition),2:24,Give it the churn,,,,kafm
,,,,,2018-02-06,39,Me An Arrow,Bob Wiseman,,3:56,Can’t wait any longer,,,,kafm
,,,,,2018-02-06,40,Different Angles,Starcrawler,Starcrawler,1:58,That Eighties vibe,,,,kafm
,,,,,2018-02-06,41,King of Piss and Paper,Wolf Parade,Cry Cry Cry,4:48,Deceptive title,,,,kafm
,,,,,2018-02-06,42,Little Darkness,The Domestics,Little Darkness,4:19,Not so dark,,,,kafm
,,,,,2018-02-06,43,,,,,,X,,,kafm
,,,,,2018-02-06,44,"At The Same Time, Every Night",Holiday Ghosts,Holiday Ghosts,2:54,Off kilter,,,,kafm
,,,,,2018-02-06,45,Purple Rain [Live],Walt Wagner,Reworks,5:38,Piano magic,,,,kafm
,,,,,2018-02-06,46,Telephone And Rubber Band,Penguin Cafe Orchestra,,2:30,Not Spacehog,,,,kafm
,,,,,2018-02-06,47,I Can't Wait,Mo Kenney,The Details,3:36,Impatience,,,,kafm
,,,,,2018-02-06,48,,,,,,X,,,kafm
,,,,,2018-02-06,49,Kingsize,The Bronx,(V),3:27,Do not the stopping,,,,kafm
,,,,,2018-02-06,50,Crime Wave Rock,Escape-ism,Introduction To Escape-ism,2:47,"The way they play that music, man",,,,kafm
,,,,,2018-02-06,51,Cool For Cats,Squeeze,,3:13,Very cool for cats,,,,kafm
,,,,,2018-02-06,52,Sleepwalking,The Bronx,,3:58,Double Bronx night,,,,kafm
,,,,,2018-02-06,53,Satan's Song,Reptaliens,FM-2030,3:16,Let’s weird out,,,,kafm
,,,,,2018-02-06,54,,,,,,X,,,kafm
,,,,,2018-02-06,55,Bohemian Like You,The Dandy Warhols,,3:28,If you dig on vegan food,,,,kafm
,,,,,2018-02-06,56,Are You My Love,Kelley Stoltz,Double Exposure,3:25,The batman beat,,,,kafm
,,,,,2018-02-06,57,Atlantic Limited,Julian Lage,Modern Lore,3:51,Easy saunter,,,,kafm
,,,,,2018-02-06,58,I Wanna Be Your Dog,decker.,Into The Red,4:13,A popular theme,,,,kafm
,,,,,2018-02-06,59,This Is How It Starts,Swell,,3:40,Severely underrated,,,,kafm
,,,,,2018-02-06,60,Artichoke,Balloon Man,Echoes,3:32,Psyched out,,,,kafm
,,,,,2018-02-06,61,,,,,,X,,,kafm
,,,,,2018-02-06,62,David Copperfield,Liima,1982,6:43,It’s magic,,,,kafm
,,,,,2018-02-06,63,The Way That I Feel,GGOOLLDD,Teeth,,,,,,kafm
,,,,,2018-02-20,00,,,,,,X,,,kafm
,,,,,2018-02-20,01,Zsazsur's Real Estate Song,Swarming Branch,Surreal Number,3:26,Weirdo funk,,,,kafm
,,,,,2018-02-20,02,Bad Habits,J. Roddy Walston & The Business,Destroyers Of The Soft Life,3:41,Not about a nun gang,,,,kafm
,,,,,2018-02-20,03,Son De Tambor Y San Juan,Un Dos Tres Y Fuera,Venezuela 70 (Cosmic Visions Of A Latin American Earth: Venezuelan Experimental Rock In The 1970s),2:05,Venezuelan experimental rock,,,,kafm
,,,,,2018-02-20,04,,,,,,X,,,kafm
,,,,,2018-02-20,05,Telephone Man,Quintron & Miss Pussycat,Dr. Demento Covered in Punk (Disc 2),2:35,I WANT PUPPETS,,,,kafm
,,,,,2018-02-20,06,Shrinking Violets,The Pica Beats,,3:38,Very small,,,,kafm
,,,,,2018-02-20,07,Ride On / Oshiya Dub,Grand Analog,Survival EP,5:18,Beats beats beats,,,,kafm
,,,,,2018-02-20,08,Composite,Palm,Rock Island,4:14,Even higher llamas,,,,kafm
,,,,,2018-02-20,09,,,,,,X,,,kafm
,,,,,2018-02-20,10,It's A Whale,Deer Tick,Deer Tick Vol. 2,2:27,Big sound,,,,kafm
,,,,,2018-02-20,11,Tick,Ween,GodWeenSatan: The Oneness (25th Anniversary Edition),1:53,tickticktick,,,,kafm
,,,,,2018-02-20,12,Jackson Cannery,Ben Folds Five,,3:24,The piano racket,,,,kafm
,,,,,2018-02-20,13,Black Coffee In Bed,Squeeze,,6:11,All of it,,,,kafm
,,,,,2018-02-20,14,,,,,,X,,,kafm
,,,,,2018-02-20,15,I Follow Your Spark,Marvelous Liars,Marvelous Liars,3:30,Try to keep up,,,,kafm
,,,,,2018-02-20,16,Maybe I Am,Mo Kenney,The Details,2:49,A bit Sundays,,,,kafm
,,,,,2018-02-20,17,Who Are Ya,Wolf Parade,Cry Cry Cry,3:44,You know who you are,,,,kafm
,,,,,2018-02-20,18,Thanks For Listening,Chris Thile,Thanks For Listening,4:19,15 of 15,,,,kafm
,,,,,2018-02-20,19,,,,,,X,,,kafm
,,,,,2018-02-20,20,I'm Getting Skinny,Mayor McCA,Me Is He,1:37,1 of 16,,,,kafm
,,,,,2018-02-20,21,Family,Hanni El Khatib,Head In The Dirt,2:27,shake the tree,,,,kafm
,,,,,2018-02-20,22,Vessel of Love,Hollie Cook,Vessel of Love,3:31,Gently floating,,,,kafm
,,,,,2018-02-20,23,Cuñado,Banana Hammock,,1:51,Estamos casados!,,,,kafm
,,,,,2018-02-20,24,,,,,,X,,,kafm
,,,,,2018-02-20,25,If I Were Lucky,Once For Kicks,The World Of Dr. Illteams,2:09,Fuzzy fuzz,,,,kafm
,,,,,2018-02-20,26,That Sound,Dappled Cities,IIIII,3:36,Australian retro,,,,kafm
,,,,,2018-02-20,27,Nuclear Fusion,King Gizzard & The Lizard Wizard,Flying Microtonal Banana,4:15,Never gets old,,,,kafm
,,,,,2018-02-20,28,Out My Eyes,The Moore Brothers,,2:41,Never enough of this song,,,,kafm
,,,,,2018-02-20,29,,,,,,X,,,kafm
,,,,,2018-02-20,30,True Men Don't Kill Coyotes,Red Hot Chili Peppers,,3:40,Original freaks,,,,kafm
,,,,,2018-02-20,31,Sametown,Cherry,Dumbness,3:29,Repetition repeats,,,,kafm
,,,,,2018-02-20,32,Chicken Woman,Starcrawler,Starcrawler,3:58,From Kids in the Hall?,,,,kafm
,,,,,2018-02-20,33,French Press,Rolling Blackouts Coastal Fever,The French Press,5:27,More coffee,,,,kafm
,,,,,2018-02-20,34,,,,,,X,,,kafm
,,,,,2018-02-20,35,Same Pattern,Kelley Stoltz,Que Aura,5:20,Journey to somewhere,,,,kafm
,,,,,2018-02-20,36,Don't Know Why,Slowdive,Slowdive,4:37,gazerrs,,,,kafm
,,,,,2018-02-20,37,Ugly,Fishbone,Fishbone 101 - Nuttasaurusmeg Fossil Fuelin' The Fonkay [Disc 1],2:51,Ain’t got no alibi,,,,kafm
,,,,,2018-02-20,38,We're Building A Rusty Shack,Johnny Sangster And Robb Benson,,0:57,Mini-epic,,,,kafm
,,,,,2018-02-20,39,,,,,,X,,,kafm
,,,,,2018-02-20,40,Gatorade,Heavy Trash,,2:29,Gotta hydrate,,,,kafm
,,,,,2018-02-20,41,Sandlot Shuffle,White Hassle,,3:40,Seriously shuffling,,,,kafm
,,,,,2018-02-20,42,You're Alright Sorla One,Rachel Taylor Brown,,1:13,Not much is known,,,,kafm
,,,,,2018-02-20,43,,,,,,X,,,kafm
,,,,,2018-02-20,44,Follow the Leader,Foxygen,Hang,4:13,Is it the '70s yet?,,,,kafm
,,,,,2018-02-20,45,Bizarre Love Triangle,Frente!,,2:04,A great song is a great song,,,,kafm
,,,,,2018-02-20,46,The Drugs,Mother Mother,No Culture,3:13,Disco rush,,,,kafm
,,,,,2018-02-20,47,Song Against Sex,Neutral Milk Hotel,,3:43,Is it swinging?,,,,kafm
,,,,,2018-02-20,48,,,,,,X,,,kafm
,,,,,2018-02-20,49,On It Maestro,Nightmares On Wax,Shape The Future,4:16,Slick black asphalt,,,,kafm
,,,,,2018-02-20,50,Dreaming Still?,Holy,All These Worlds Are Yours,6:27,How long did that take?,,,,kafm
,,,,,2018-02-20,51,Powerlessness,Jeff Rosenstock,POST-,2:43,Don't stop the frantic,,,,kafm
,,,,,2018-02-20,52,Simulation,Reptaliens,FM-2030,3:34,Sounds like the real thing,,,,kafm
,,,,,2018-02-20,53,,,,,,X,,,kafm
,,,,,2018-02-20,54,Sexy Creature,Fort Lauderdale,,2:09,Such great tone,,,,kafm
,,,,,2018-02-20,55,Ghostiez,The Z Kamp Express,,4:38,tripping on acid masonic graveyard,,,,kafm
,,,,,2018-02-20,56,Forever 16,Stereo Total,,1:43,Zap it with a ray gun,,,,kafm
,,,,,2018-02-20,57,,,,,,X,,,kafm
,,,,,2018-02-20,58,Push And Pull,Tony Allen,The Source,5:57,Jazzbeat,,,,kafm
,,,,,2018-02-27,00,,,,,,X,,,kafm
,,,,,2018-02-27,01,Gigantic,Pixies,Surfer Rosa,3:56,What a gas,,,,kafm
,,,,,2018-02-27,02,Waterfalls,Cherry,Dumbness,3:12,Dropping beats,,,,kafm
,,,,,2018-02-27,03,Systemagic,Goldfrapp,Silver Eye,3:38,Robot danceparty,,,,kafm
,,,,,2018-02-27,04,,,,,,X,,,kafm
,,,,,2018-02-27,05,Concrete,Shame,Songs Of Praise,3:34,The future sounds like Manchester,,,,kafm
,,,,,2018-02-27,06,Henrietta,The Fratellis,Costello Music,3:32,Hurky jurky,,,,kafm
,,,,,2018-02-27,07,The Funeral [Live],Walt Wagner,Reworks,5:26,the Piano Bar Fire,,,,kafm
,,,,,2018-02-27,08,Any Kind Of Crowd,Filthy Friends,Invitation,3:16,All-star band! Which stars eludes me...,,,,kafm
,,,,,2018-02-27,09,,,,,,X,,,kafm
,,,,,2018-02-27,10,Survive,Hollie Cook,Vessel of Love,3:18,Vocal harmonies to make Bananarama jealous,,,,kafm
,,,,,2018-02-27,11,Young Lover,St. Vincent,Masseduction,3:33,Heartbeat,,,,kafm
,,,,,2018-02-27,12,El Barzón,Maldita Vecindad & Los Hijos Del Quinto Patio,,4:21,"Mexican folk music, updated",,,,kafm
,,,,,2018-02-27,13,,,,,,X,,,kafm
,,,,,2018-02-27,14,Typical Featuring Jordan Rakei,Nightmares On Wax,Shape The Future,4:40,More rainy night musics,,,,kafm
,,,,,2018-02-27,15,"Don't Think Twice, It's All Right",Bob Dylan,,3:39,When your rooster crows at the break of dawn,,,,kafm
,,,,,2018-02-27,16,I Can't Stand Your Face,Bag,,2:37,Bouncy hatin’ song,,,,kafm
,,,,,2018-02-27,17,Riri,Dim Dim,,3:38,Pleasant island ditty,,,,kafm
,,,,,2018-02-27,18,,,,,,X,,,kafm
,,,,,2018-02-27,19,68,bicycle,,2:41,Unknown pop gem,,,,kafm
,,,,,2018-02-27,20,Slow It Goes,Eyelids,Or,3:44,Grade B Maple Syrup,,,,kafm
,,,,,2018-02-27,21,Wildflowers,The Wailin' Jennys,Fifteen,3:43,Great take on the Tom Petty song,,,,kafm
,,,,,2018-02-27,22,,,,,,X,,,kafm
,,,,,2018-02-27,23,Lost in the Supermarket,The Clash,London Calling: 25th Anniversary Edition,3:47,Always a pleasure,,,,kafm
,,,,,2018-02-27,24,Heavy Lifting,Palm,Rock Island,4:44,It's complicated,,,,kafm
,,,,,2018-02-27,25,Mutations,Grand Analog,Survival EP,4:04,Got the bounce,,,,kafm
,,,,,2018-02-27,26,This Fall. Last Fall.,The Rants,,2:46,What do we know about this band?,,,,kafm
,,,,,2018-02-27,27,,,,,,X,,,kafm
,,,,,2018-02-27,28,Angst In My Pants,A Giant Dog,Toy,3:42,Originally by Sparks,,,,kafm
