source,published,airdate,episode,sequence,song,artist,artist_slug,album,time,notes
wfit,no,2016-06-14,,9,Party At My House,Those Peabodys,those-peabodys,,4:37,Why why why?
wfit,no,2016-06-14,,10,Here At The Home,Tribe,tribe,,3:06,Boston was their home
wfit,no,2016-06-14,,11,Running From Home,Admiral Sir Cloudesley Shovell,admiral-sir-cloudesley-shovell,Check Em Before You Wreck Em,5:02,More riff rock
wfit,no,2016-06-14,,12,BREAK
wfit,no,2016-06-14,,13,House Of Cards,Adrian Belew,adrian-belew,,4:06,So dramatic!
wfit,no,2016-06-14,,14,Comin' Home Baby,The Goldstars,goldstars,,2:20,A classic revisited
wfit,no,2016-06-14,,15,The Eighth Station Of The Cross Kebab House,Belle and Sebastian,belle-sebastian,The Third Eye Centre,3:58,Very Specials
wfit,no,2016-06-14,,16,Burning Down The House,Talking Heads,talking-heads,Love → Building On Fire (single),4:02,Watch Out
wfit,no,2016-06-14,,17,BREAK
wfit,no,2016-06-14,,18,Can't Find My Way Home,Blind Faith,blind-faith,,3:16,Ancient house music
wfit,no,2016-06-14,,19,South Is Only A Home,The Fiery Furnaces,fiery-furnaces,,2:43,Dropping the piano down the stairs
wfit,no,2016-06-14,,20,Meet Me At The Club House,Quintron,quintron,,3:11,I can't stop thinking of maracas
wfit,no,2016-06-14,,21,Come Home,Chappo,chappo,,3:27,17 of 17
wfit,no,2016-06-14,,22,BREAK
wfit,no,2016-06-14,,23,Housekeeping,Cibo Matto,cibo-matto,Hotel Valentine (Clean),4:02,Going out to Patrick
wfit,no,2016-06-14,,24,Food in the House,The Pilgrims,pilgrims,,1:59,It's like a happiness pill
wfit,no,2016-06-14,,25,Paul's Not Home,Gibby Hanes & Jack White,gibby-hanes-jack-white,Paul's Not Home,2:24,Jack White is a regular Jools Holland here lately
wfit,no,2016-06-14,,26,(You Better Watch Your) Happy Home,The Fucking Eagles,fucking-eagles,,2:48,The Effing Eagles!
wfit,no,2016-06-14,,27,BREAK
wfit,no,2016-06-14,,28,Away From Home,Klark Kent,klark-kent,,2:57,Eccentric posing is allowed
wfit,no,2016-06-14,,29,Hoarding It For Home,Mates Of State,mates-of-state,Our Constant Concern,4:15,Such a racket
wfit,no,2016-06-14,,30,May God Protect Your Home,Hefner,hefner,,4:03,Where did you get to smell so sweet
wfit,no,2016-06-14,,31,Mosey Home,Casper Fandango,casper-fandango,,3:51,From Tallahassee and the '90s
wfit,no,2016-06-14,,32,BREAK
wfit,no,2016-06-14,,33,Our House,Madness,madness,The Lot (Remastered Boxset) (CD4) The Rise And Fall,3:23,Had to play it
wfit,no,2016-06-14,,34,This Is Home,Brother Big Bad,brother-big-bad,,2:30,Out of Minneapolis
wfit,no,2016-06-14,,35,Homewrecker,Nick Lowe,nick-lowe,,3:08,Lowe and slow
wfit,no,2016-06-14,,36,I'm Gonna Take You Home (And Make You Like Me),Robbie Fulks,robbie-fulks,,3:02,Nein!
wfit,no,2016-06-14,,37,BREAK
wfit,no,2016-06-14,,38,We're Building A Rusty Shack,Johnny Sangster And Robb Benson,johnny-sangster-robb-benson,,0:57,Somewhat out of context
wfit,no,2016-06-14,,39,The Treehouse,Looper,looper,,1:28,What is the loop saying?
wfit,no,2016-06-14,,40,Home,John P. Strohm,john-p-strohm,,3:28,Ex-Blake Babies
wfit,no,2016-06-14,,41,OK Apartment,The Oranges Band,oranges-band,,3:12,Here's that apartment
wfit,no,2016-06-14,,42,The House That Heaven Built,Japandroids,japandroids,"Hey Girl, Hey: A Polyvinyl Sampler",4:48,Lighters up!
wfit,no,2016-06-14,,43,BREAK
wfit,no,2016-06-14,,44,La Guitaristic House Organisation,Rinôçerôse,rinocerose,,7:09,About time we got electronic
wfit,no,2016-06-22,,1,Cherry Pink And Apple Blossom,Perez Prado & His Orchestra,perez-prado-his-orchestra,Special - Fruit Salsa I,3:01,
wfit,no,2016-06-22,,2,BREAK
wfit,no,2016-06-22,,3,The Monkey Steals The Peaches,Sir Millard Mulch,sir-millard-mulch,Special - Fruit Salsa I,3:19,
wfit,no,2016-06-22,,4,Apple Street,Asteroid #4,asteroid-4,Special - Fruit Salsa II,3:09,
wfit,no,2016-06-22,,5,Red Grapes In The City,The Sugar Oaks,sugar-oaks,Special - Fruit Salsa I,4:51,
wfit,no,2016-06-22,,6,Lime in the Coconut,Muppets,muppets,Special - Fruit Salsa II,2:18,
wfit,no,2016-06-22,,7,BREAK
wfit,no,2016-06-22,,8,BREAK
wfit,no,2016-06-22,,9,Coconut Conga,Arling + Cameron,arling-cameron,Special - Fruit Salsa I,3:12,
wfit,no,2016-06-22,,10,Papaya Freeway,Tipsy,tipsy,Special - Fruit Salsa II,2:52,
wfit,no,2016-06-22,,11,Oranges And Lemons Again,Jools Holland Orchestra And Suggs,jools-holland-orchestra-suggs,Special - Fruit Salsa I,3:39,
wfit,no,2016-06-22,,12,BREAK
wfit,no,2016-06-22,,13,Cut You Sometimes,X/W,x-w,,,
wfit,no,2016-06-22,,14,Bag of Reflectors,X/W,x-w,,,
wfit,no,2016-06-22,,15,BREAK
wfit,no,2016-06-22,,16,Mango Cool,Los Amigos Invisibles,los-amigos-invisibles,Special - Fruit Salsa I,,
wfit,no,2016-06-22,,17,BREAK
wfit,no,2016-06-22,,18,Talons,X/W,x-w,,,
wfit,no,2016-06-22,,19,Gypsy's Breath,X/W,x-w,,,
wfit,no,2016-06-22,,20,BREAK
wfit,no,2016-06-22,,21,Coconut Boogaloo,"Medeski, Martin & Wood",medeski-martin-wood,Special - Fruit Salsa I,3:57,
wfit,no,2016-06-22,,22,BREAK
wfit,no,2016-06-22,,23,Cool Every Time,X/W,x-w,,,
wfit,no,2016-06-22,,24,Negative Wire,X/W,x-w,,,Green Goblyn
wfit,no,2016-06-22,,25,BREAK
wfit,no,2016-06-22,,26,Pineapple Girl,Mister Heavenly,mister-heavenly,Special - Fruit Salsa I,2:18,
wfit,no,2016-06-22,,27,BREAK
wfit,no,2016-06-22,,28,The Stranger,X/W,x-w,,,
wfit,no,2016-06-22,,29,BREAK
wfit,no,2016-06-22,,30,Mango Woman,Ween,ween,Special - Fruit Salsa I,2:25,
wfit,no,2016-06-22,,31,Banana Meltdown,Dub Narcotic Sound System Meets The Jon Spencer Blues Explosion,dub-narcotic-sound-system-meets-jon-spencer-blues-explosion,Special - Fruit Salsa II,2:56,
wfit,no,2016-06-22,,32,Golden Apples,Country Teasers,country-teasers,Special - Fruit Salsa I,3:26,
wfit,no,2016-06-22,,33,Strawberry Fields Forever,Los Fabulosos Cadillacs,los-fabulosos-cadillacs,Special - Fruit Salsa II,4:17,
wfit,no,2016-06-22,,34,BREAK
wfit,no,2016-06-22,,35,Plum Parts,Those Peabodys,those-peabodys,Special - Fruit Salsa II,2:22,
wfit,no,2016-06-22,,36,Peaches,Presidents Of The USA,presidents-of-usa,Special - Fruit Salsa I,2:52,
wfit,no,2016-06-22,,37,Licking the Palm for Guava,Ween,ween,Special - Fruit Salsa II,1:01,
wfit,no,2016-06-22,,38,BREAK
wfit,no,2016-06-22,,39,"Sad Apples, Dance!",Art Lord And The Self Portraits,art-lord-self-portraits,Special - Fruit Salsa II,4:04,
wfit,no,2016-06-22,,40,Orange Wedge,Chemical Brothers,chemical-brothers,Special - Fruit Salsa I,3:07,
wfit,no,2016-06-22,,41,Apple,Cibo Matto,cibo-matto,Special - Fruit Salsa II,4:01,
wfit,no,2016-06-22,,42,Chiclete com Banana,Gal Costa,gal-costa,Special - Fruit Salsa I,3:55,
wfit,no,2016-06-22,,43,Watermelon Man,Mongo Santamaria,mongo-santamaria,Special - Fruit Salsa II,2:30,
wfit,no,2016-06-22,,44,BREAK
wfit,no,2016-06-22,,45,Apple Blossom Time,Flat Duo Jets,flat-duo-jets,Special - Fruit Salsa I,2:08,
wfit,no,2016-06-22,,46,Orange,Metal Molly,metal-molly,Special - Fruit Salsa I,4:25,
wfit,no,2016-06-22,,47,BREAK
wfit,no,2016-06-22,,48,Orange,Metal Molly,metal-molly,Special - Fruit Salsa I,4:25,
wfit,no,2016-06-22,,49,Cherry Oh Baby,Eric Donaldson,eric-donaldson,Special - Fruit Salsa I,3:01,
wfit,no,2016-06-22,,50,Banana Splits,The Dickies,dickies,Special - Fruit Salsa I,2:05,
wfit,no,2016-06-22,,51,I Like Bananas (Because They Have No Bones),Soft Boys,soft-boys,Special - Fruit Salsa I,2:52,
wfit,no,2016-06-29,,1,Enjoy Yourself,The Specials,specials,More Specials,3:38,
wfit,no,2016-06-29,,2,BREAK
wfit,no,2016-06-29,,3,Connect the Dots (The Saga of Frank Sinatra),Car Seat Headrest,car-seat-headrest,Teens Of Denial,6:09,
wfit,no,2016-06-29,,4,Me & Magdalena,The Monkees,monkees,Good Times! (Deluxe Edition),3:34,
wfit,no,2016-06-29,,5,Robot Stop,King Gizzard & The Lizard Wizard,king-gizzard-lizard-wizard,Nonagon Infinity,5:22,
wfit,no,2016-06-29,,6,BREAK
wfit,no,2016-06-29,,7,Highly Unintentional,BRONCHO,broncho,Double Vanity,2:50,
wfit,no,2016-06-29,,8,Only Tryin' To Survive,Ian Siegal,ian-siegal,The Picnic Sessions,4:25,
wfit,no,2016-06-29,,9,"No Milk, No Sugar",Islands,islands,Taste,3:44,
wfit,no,2016-06-29,,10,Here Comes Mary,The Raveonettes,raveonettes,FM4 Soundselection 13,3:00,
wfit,no,2016-06-29,,11,BREAK
wfit,no,2016-06-29,,12,Should I Stay Or Should I Go,The Clash,clash,Made In England,3:07,
wfit,no,2016-06-29,,13,Enemy Approaching,Metalunas,metalunas,,3:14,
wfit,no,2016-06-29,,14,Maybe I Am Amused,Melvins,melvins,2016-E,2:45,
wfit,no,2016-06-29,,15,BREAK
wfit,no,2016-06-29,,16,Talking Seattle Grunge Rock Blues,Todd Snider,todd-snider,,4:14,
wfit,no,2016-06-29,,17,Tottori Made,Sisterhood of Convoluted Thinkers,sisterhood-of-convoluted-thinkers,,4:21,
wfit,no,2016-06-29,,18,Dean Martin,Poor Little Fools,poor-little-fools,,3:10,
wfit,no,2016-06-29,,19,I Got The Blue,Chris and Tad,chris-tad,,2:58,
wfit,no,2016-06-29,,20,BREAK
wfit,no,2016-06-29,,21,Look-Ka-Py-Py,The Meters,meters,This is Funk - Disc 1,3:14,
wfit,no,2016-06-29,,22,Frankie Sinatra (Extended Mix),The Avalanches,avalanches,Frankie Sinatra (Extended Mix),4:28,
wfit,no,2016-06-29,,23,Oliver's Army,Elvis Costello & The Attractions,elvis-costello-attractions,,3:00,
wfit,no,2016-06-29,,24,BREAK
wfit,no,2016-06-29,,25,Superman (Spanish version),Cinerama,cinerama,Holiday,4:13,
wfit,no,2016-06-29,,26,Smart Patrol/Mr. DNA,Devo,devo,Duty Now For The Future,6:05,
wfit,no,2016-06-29,,27,"One Man, No City",Parquet Courts,parquet-courts,Human Performance,6:26,
wfit,no,2016-06-29,,28,Waves (The Time That Youre Awake),The Elected,elected,Me First,3:35,
wfit,no,2016-06-29,,29,BREAK
wfit,no,2016-06-29,,30,Chain Of Keys,PJ Harvey,pj-harvey,The Hope Six Demolition Project,3:09,
wfit,no,2016-06-29,,31,Opening Mail For My Grandmother,The Hotelier,hotelier,Goodness,3:25,
wfit,no,2016-06-29,,32,How Low,Ciao Bella,ciao-bella,Ciao Bella,2:50,
wfit,no,2016-06-29,,33,BREAK
wfit,no,2016-06-29,,34,Poodle Mouth,The Giraffes,giraffes,,2:54,
wfit,no,2016-06-29,,35,Michael Caine,Madness,madness,The Lot (Remastered Boxset) (CD5) Keep Moving,3:39,
wfit,no,2016-06-29,,36,Ta Douleur,Camille,camille,FM4 Soundselection 13,3:05,
wfit,no,2016-06-29,,37,BREAK
wfit,no,2016-06-29,,38,Mundo Civilizado Inversion Mix,Arto Lindsay,arto-lindsay,Hyper Civilizado Remixes,7:29,
wfit,no,2016-07-05,,1,I Want to Tell You,Melvins,melvins,,3:14,What a heady combo
wfit,no,2016-07-05,,2,BREAK
wfit,no,2016-07-05,,3,Oh No!,Camper Van Beethoven,camper-van-beethoven,Telephone Free Landslide Victory,1:54,Listen to the rain
wfit,no,2016-07-05,,4,Life is Suffering,Deerhoof,deerhoof,The Magic,3:36,Can you dance to it?
wfit,no,2016-07-05,,5,Favourite Shirts (Boy Meets Girl),Haircut One Hundred,haircut-one-hundred,Grange Hill - The Album (disc 1),3:05,Underlooked and funky
wfit,no,2016-07-05,,6,The Skeleton,Quasi,quasi,Field Studies,1:41,With the Quasi rockorgan
wfit,no,2016-07-05,,7,BREAK
wfit,no,2016-07-05,,8,Back To It,Islands,islands,Should I Remain Here At Sea?,3:21,Patrick likes the Islands sound
wfit,no,2016-07-05,,9,I Was There (And I'm Told I Had a Good Time),The Monkees,monkees,Good Times! (Deluxe Edition),2:16,You were told right
wfit,no,2016-07-05,,10,The El Burro Song,Los Super Seven,los-super-seven,,3:15,All sorts of famous people
wfit,no,2016-07-05,,11,A Fake Hello,Young Fresh Fellows,young-fresh-fellows,Tiempo De Lujo,2:48,Such genius
wfit,no,2016-07-05,,12,BREAK
wfit,no,2016-07-05,,13,Click,Zero dB,zero-db,Electro Jazz Session,4:04,Where's the onomatopaiea?
wfit,no,2016-07-05,,14,(Hey You) The Rock Steady Crew,The Rock Steady Crew,rock-steady-crew,Grange Hill - The Album (disc 3),3:47,Not actually rocksteady
wfit,no,2016-07-05,,15,Seasider,The Mabuses,mabuses,Mabused,2:42,That offbeat Mabuses thing
wfit,no,2016-07-05,,16,Number 4,Moon Hooch,moon-hooch,Moon Hooch,3:46,Honky
wfit,no,2016-07-05,,17,BREAK
wfit,no,2016-07-05,,18,Gamma Knife,King Gizzard & The Lizard Wizard,king-gizzard-lizard-wizard,Nonagon Infinity,4:22,It happens in threes
wfit,no,2016-07-05,,19,Mr. Wright,The Claypool Lennon Delirium,claypool-lennon-delirium,Monolith of Phobos,4:21,Not quite right
wfit,no,2016-07-05,,20,We Are Monkeys,Travis,travis,Malcolm In The Middle,3:06,Firm believers in devolution
wfit,no,2016-07-05,,21,The Model,Overproof Soundsystem,overproof-soundsystem,FM4 Soundselection 13,4:34,Can't go wrong with Kraftwerk dub
wfit,no,2016-07-05,,22,BREAK
wfit,no,2016-07-05,,23,Just What I Needed/Not Just What I Needed,Car Seat Headrest,car-seat-headrest,Teens Of Denial,3:52,
wfit,no,2016-07-05,,24,6000 dias (Ou Mantra dos 20 Anos),Boogarins,boogarins,Manual,4:23,
wfit,no,2016-07-05,,25,100 Years,Tommy Guerrero,tommy-guerrero,,3:14,
wfit,no,2016-07-05,,26,Summerland,Young Fresh Fellows,young-fresh-fellows,Because We Hate You,3:03,
wfit,no,2016-07-05,,27,BREAK
wfit,no,2016-07-05,,28,On My Radio,The Selecter,selecter,Grange Hill - The Album (disc 1),3:06,
wfit,no,2016-07-05,,29,FYC,Rah Brahs,rah-brahs,,1:37,
wfit,no,2016-07-05,,30,Broken Face (Demo),Pixies,pixies,,1:25,
wfit,no,2016-07-05,,31,Alaskan Midnight Sun,Hot Hot Heat,hot-hot-heat,Hot Hot Heat,2:10,
wfit,no,2016-07-05,,32,BREAK
wfit,no,2016-07-05,,33,It's Just Begun,Jimmy Castor Bunch,jimmy-castor-bunch,This is Funk - Disc 1,3:44,
wfit,no,2016-07-05,,34,Hold Me Closer,Hefner,hefner,We Love The City,3:47,
wfit,no,2016-07-05,,35,What's the Matter with You,Split Enz,split-enz,True Colours,3:09,
wfit,no,2016-07-05,,36,At The Bottom,The Merrills,merrills,The Merrills,2:47,
wfit,no,2016-07-05,,37,BREAK
wfit,no,2016-07-05,,38,Tear Me Down,The Woggles,woggles,,2:23,
wfit,no,2016-07-05,,39,Weird Soul,Lux Aeterna,lux-aeterna,,1:42,
wfit,no,2016-07-05,,40,Quopern,Ruins,ruins,Vrresto (2004 re-release),3:35,
wfit,no,2016-07-05,,41,TrainWreck,De La Soul,de-la-soul,For Your Pain And Suffering,3:18,
wfit,no,2016-07-05,,42,BREAK
wfit,no,2016-07-05,,43,Watermelon In Easter Hay,Frank Zappa,frank-zappa,Y Tu Mamá También,9:06,
wfit,no,2016-07-12,,1,Black Hole Sun,The Moog Cookbook,moog-cookbook,,4:23,Don't let the funny fool you. They're geniuses.
wfit,no,2016-07-12,,2,BREAK
wfit,no,2016-07-12,,3,Whatever's Right,The Monkees,monkees,Good Times! (Deluxe Edition),2:00,Plunging through the psychedelic time tunnel
wfit,no,2016-07-12,,4,If I Knew,Bat For Lashes,bat-for-lashes,The Bride,4:16,Piano mellow
wfit,no,2016-07-12,,5,Odessa Yodel,Wylie and the Wild West,wylie-wild-west,,1:51,You heard right
wfit,no,2016-07-12,,6,Mr. Beat,King Gizzard & The Lizard Wizard,king-gizzard-lizard-wizard,Nonagon Infinity,4:56,"In weird time, natch -- Patrick and Alyssa dig it"
wfit,no,2016-07-12,,7,BREAK
wfit,no,2016-07-12,,8,Not If You Were The Last Dandy On Earth,The Brian Jonestown Massacre,brian-jonestown-massacre,,2:47,Revenge is sweet
wfit,no,2016-07-12,,9,Nobody's Baby,Sheer Mag,sheer-mag,"III 7""",3:05,Retro flamejob
wfit,no,2016-07-12,,10,Maestro,Kaizers Orchestra,kaizers-orchestra,FM4 Soundselection 13,4:38,"I don't understand anything except ""swinging hammer"""
wfit,no,2016-07-12,,11,You Make Me,Solipsistics,solipsistics,,3:03,Low key
wfit,no,2016-07-12,,12,BREAK
wfit,no,2016-07-12,,13,Danger! High Voltage!,Electric Six,electric-six,,3:37,So over the top
wfit,no,2016-07-12,,14,Payday Blues,Dan Hicks & His Hot Licks,dan-hicks-his-hot-licks,"Truckers, Kickers, Cowboy Angels - The Blissed-Out Birth Of Country Rock, Vol. 6: 1973",2:52,"Farewell, Dan"
wfit,no,2016-07-12,,15,Driven To Tears,The Police,police,,3:21,Serious stuff
wfit,no,2016-07-12,,16,Rock 'N' Roll High School,The Ramones,ramones,End Of The Century,2:41,Back to basics
wfit,no,2016-07-12,,17,BREAK
wfit,no,2016-07-12,,18,Low Blow,New York Ska Jazz Ensemble,new-york-ska-jazz-ensemble,Low Blow,4:09,Also see: St. Peteresburg Ska Jazz
wfit,no,2016-07-12,,19,Model Behavior,Deerhoof,deerhoof,The Magic,2:35,Unmistakable
wfit,no,2016-07-12,,20,Ne-Ne Ami-Chan,Sisterhood of Convoluted Thinkers,sisterhood-of-convoluted-thinkers,,2:58,So beautifully out of tune
wfit,no,2016-07-12,,21,I Know You,BRONCHO,broncho,Double Vanity,3:41,Drenched in density
wfit,no,2016-07-12,,22,BREAK
wfit,no,2016-07-12,,23,Just What I Needed/Not Just What I Needed,Car Seat Headrest,car-seat-headrest,Teens Of Denial,3:52,Was that a cover?
wfit,no,2016-07-12,,24,6000 dias (Ou Mantra dos 20 Anos),Boogarins,boogarins,Manual,4:23,Brazilian magic
wfit,no,2016-07-12,,25,100 Years,Tommy Guerrero,tommy-guerrero,,3:14,Easy summer sounds
wfit,no,2016-07-12,,26,Summerland,Young Fresh Fellows,young-fresh-fellows,Because We Hate You,3:03,At their most melodic
wfit,no,2016-07-12,,27,BREAK
wfit,no,2016-07-12,,28,On My Radio,The Selecter,selecter,Grange Hill - The Album (disc 1),3:06,It's just the same old show
wfit,no,2016-07-12,,29,FYC,Rah Brahs,rah-brahs,,1:37,Demonic noise
wfit,no,2016-07-12,,30,Broken Face (Demo),Pixies,pixies,,1:25,"Yes, the demo version"
wfit,no,2016-07-12,,31,Alaskan Midnight Sun,Hot Hot Heat,hot-hot-heat,Hot Hot Heat,2:10,Was just wondering what happened to them...
wfit,no,2016-07-12,,32,BREAK
wfit,no,2016-07-12,,33,It's Just Begun,Jimmy Castor Bunch,jimmy-castor-bunch,This is Funk - Disc 1,3:44,Funky for Lara
wfit,no,2016-07-12,,34,Hold Me Closer,Hefner,hefner,We Love The City,3:47,For western hearts
wfit,no,2016-07-12,,35,What's the Matter with You,Split Enz,split-enz,True Colours,3:09,Its own sound
wfit,no,2016-07-12,,36,At The Bottom,The Merrills,merrills,The Merrills,2:47,From Atlanta
wfit,no,2016-07-12,,37,BREAK
wfit,no,2016-07-12,,38,Tear Me Down,The Woggles,woggles,,2:23,Party music if there was ever
wfit,no,2016-07-12,,39,Weird Soul,Lux Aeterna,lux-aeterna,,1:42,Before there was dubstep
wfit,no,2016-07-12,,40,Quopern,Ruins,ruins,Vrresto (2004 re-release),3:35,Random aggression
wfit,no,2016-07-12,,41,TrainWreck,De La Soul,de-la-soul,For Your Pain And Suffering,3:18,Back with some rhymes
wfit,no,2016-07-12,,42,BREAK
wfit,no,2016-07-12,,43,Watermelon In Easter Hay,Frank Zappa,frank-zappa,Y Tu Mamá También,9:06,The central scrutinizer
wfit,no,2016-07-19,,1,Kashmir,The Ordinaires,ordinaires,One,5:58,For Pat... watch the fake ending
wfit,no,2016-07-19,,2,BREAK
wfit,no,2016-07-19,,3,Planet You,The Julie Ruin,julie-ruin,Hit Reset,2:34,Kathleen Hannah firstnamer back!
wfit,no,2016-07-19,,4,Never Been Kissed,The Kiss Offs,kiss-offs,Goodbye Private Life,1:30,Over before I could tweet it
wfit,no,2016-07-19,,5,Bobdylansongs,Attersee,attersee,FM4 Soundselection 13,3:48,Then don't
wfit,no,2016-07-19,,6,Bite My Tongue,King Khan & the Shrines,king-khan-shrines,Idle No More,3:01,Blasting the pasting
wfit,no,2016-07-19,,7,BREAK
wfit,no,2016-07-19,,8,Intruders,The Antlers,antlers,Familiars,5:25,Slow and steady
wfit,no,2016-07-19,,9,Four Roses For Rose,Gypsophile Vs. Shop,gypsophile-vs-shop,,3:28,Flamenco D+B
wfit,no,2016-07-19,,10,Only the Stars,AK Momo,ak-momo,,3:26,Worth the clink
wfit,no,2016-07-19,,11,Dr. Octagon,Dr. Octagon,dr-octagon,Dr. Octagonecologyst,4:38,Still the freshest
wfit,no,2016-07-19,,12,BREAK
wfit,no,2016-07-19,,13,Is The Black At The End Good,The Flaming Lips,flaming-lips,Peace Sword,6:22,Featuring Wayne's introspective whine
wfit,no,2016-07-19,,14,Doom,Deerhoof,deerhoof,La Isla Bonita,3:21,"Doom, doom, doom"
wfit,no,2016-07-19,,15,Road Train,King Gizzard & The Lizard Wizard,king-gizzard-lizard-wizard,Nonagon Infinity,4:18,Nothing is stopping it
wfit,no,2016-07-19,,16,"Please Give Me Your Heart, Is All I Need",Irving,irving,Irving,2:47,No vouching for grammar
wfit,no,2016-07-19,,17,BREAK
wfit,no,2016-07-19,,18,The Body Binds Us,Half-Handed Cloud,half-handed-cloud,Learning About Your Scale,0:41,"What, it's done"
wfit,no,2016-07-19,,19,Who Let the Devil,The Fresh & Onlys,fresh-onlys,House of Spirits,3:55,Who indeed
wfit,no,2016-07-19,,20,Stand and Deliver,Adam and The Ants,adam-ants,Grange Hill - The Album (disc 1),3:08,Thunderous nostalgia
wfit,no,2016-07-19,,21,Innocent Man,Islands,islands,Should I Remain Here At Sea?,1:34,Close to the Unicorns
wfit,no,2016-07-19,,22,BREAK
wfit,no,2016-07-19,,23,Five Weetbix And Toast,Bird Nest Roys,bird-nest-roys,Me Want Me Get Me Need Me Have Me Love,2:21,Campfire music
wfit,no,2016-07-19,,24,King Of The Waves,Little Barrie,little-barrie,King Of The Waves,4:36,From the depths
wfit,no,2016-07-19,,25,Broken Face,Pixies,pixies,,1:31,Still the best drum sound ever
wfit,no,2016-07-19,,26,Disappear,Tsar,tsar,,3:07,4 of 14
wfit,no,2016-07-19,,27,BREAK
wfit,no,2016-07-19,,28,Firestarter,Prodigy,prodigy,,3:48,Skipping back
wfit,no,2016-07-19,,29,For The Love Of Money,O'Jays,o-jays,This is Funk - Disc 1,7:20,Skip back even further
wfit,no,2016-07-19,,30,Loch Raven,Animal Collective,animal-collective,Feels,4:59,The dream marimba
wfit,no,2016-07-19,,31,BREAK
wfit,no,2016-07-19,,32,Embrace The Crimson Tide,Elf Power,elf-power,,4:10,Athens psychedelia
wfit,no,2016-07-19,,33,"Cricket and the Genie (Movement II, Oratorio Di Cricket)",The Claypool Lennon Delirium,claypool-lennon-delirium,Monolith of Phobos,4:17,An interpretive journey
wfit,no,2016-07-19,,34,Body,The Presidents of The United States of America,presidents-of-united-states-of-america,,4:12,The stop and the start
wfit,no,2016-07-19,,35,BREAK
wfit,no,2016-07-19,,36,You Bring the Summer,The Monkees,monkees,Good Times! (Deluxe Edition),3:00,And it's here
wfit,no,2016-07-19,,37,Coconut Conga,Arling + Cameron,arling-cameron,,3:12,Fresh fruit salsa
wfit,no,2016-07-19,,38,Death or Glory,The Clash,clash,London Calling: 25th Anniversary Edition,3:55,13 of 14
wfit,no,2016-07-19,,39,BREAK
wfit,no,2016-07-19,,40,Tzomborgha,Ruins,ruins,Tzomborgha,5:35,14 of 14
wfit,no,2016-07-26,,1,I Feel Pretty,Schlong,schlong,,2:39,From Punk Side Story
wfit,no,2016-07-26,,2,BREAK
wfit,no,2016-07-26,,3,Yes I Can't,King Khan & the Shrines,king-khan-shrines,Idle No More,2:24,Bring the racket
wfit,no,2016-07-26,,4,Grass,Animal Collective,animal-collective,Feels,3:00,A majestic din
wfit,no,2016-07-26,,5,Let's Dance,David Bowie,david-bowie,Grange Hill - The Album (disc 3),4:06,When Bowie got funky
wfit,no,2016-07-26,,6,Under The Milkyway,The Church,church,,5:00,
wfit,no,2016-07-26,,7,BREAK
wfit,no,2016-07-26,,8,Do You Hear Me? (No Pie) with Jack Webb,Hal Willner,hal-willner,"Whoops, I'm An Indian",4:00,Very strict
wfit,no,2016-07-26,,9,The D+B Beat Box,Ming + FS,ming-fs,,1:13,Is it humanly possible?
wfit,no,2016-07-26,,10,Drum Buddy Demo,Quintron,quintron,,2:56,Bleets and worbbles
wfit,no,2016-07-26,,11,It's Your Thing,Isley Brothers,isley-brothers,This Is Funk - Disc 2,2:42,Ooo.
wfit,no,2016-07-26,,12,BREAK
wfit,no,2016-07-26,,13,Who Feelin' It,Tom Tom Club,tom-tom-club,,5:57,Dance Party!
wfit,no,2016-07-26,,14,Hundred Mile High City,Ocean Colour Scene,ocean-colour-scene,,3:55,Aggroshuffle
wfit,no,2016-07-26,,15,Tush,ZZ Top,zz-top,The Complete Studio Albums 1970-1990,2:17,Ain't asking for much
wfit,no,2016-07-26,,16,Sometimes,Flour,flour,Machinery Hill,4:18,Grinding it fine
wfit,no,2016-07-26,,17,BREAK
wfit,no,2016-07-26,,18,Red Light,Harum Scarum,harum-scarum,Death Is A Dream,3:36,Spooky stuff
wfit,no,2016-07-26,,19,Nothing To Lose,Big Sandy,big-sandy,,4:00,Sweet sweet murder music
wfit,no,2016-07-26,,20,Dratch,Pachora,pachora,,3:17,Fast and foreign
wfit,no,2016-07-26,,21,Fright Night,The Kittens,kittens,,2:09,Not so kittenlike
wfit,no,2016-07-26,,22,BREAK
wfit,no,2016-07-26,,23,Go Back (feat. Damon Albarn),Tony Allen,tony-allen,Nova Tunes 3.1,4:04,Also Rocket Juice + the Moon
wfit,no,2016-07-26,,24,Next Life Already,Ball Park Music,ball-park-music,Puddinghead,2:14,My perfect record
wfit,no,2016-07-26,,25,Blue Eyed Hexe,Pixies,pixies,EP2,3:12,More cowbell
wfit,no,2016-07-26,,26,A Flair For Sex,The New Grand,new-grand,,2:17,Great song title
wfit,no,2016-07-26,,27,BREAK
wfit,no,2016-07-26,,28,Live And Let Die,David Arnold Feat. Chrissie Hynde,david-arnold-feat-chrissie-hynde,Shaken And Stirred,2:44,One of Sir Paul's
wfit,no,2016-07-26,,29,You Got Me Floatin',The Jimi Hendrix Experience,jimi-hendrix-experience,Axis: Bold As Love,2:48,Mitch Mitchell's unholy rumble
wfit,no,2016-07-26,,30,Beautiful World,Devo,devo,New Traditionalists,3:35,An optimistic Devo
